COUNTY,DESCRIPTION,DATE,PATIENT,ENCOUNTER,CODE,VALUE,UNITS,TYPE
Hampshire County,Abuse Status [OMAHA],1,1,1,1,1,1,1
Hampshire County,Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method,1,1,1,1,1,1,1
Hampshire County,Housing status,1,1,1,1,1,1,1
Hampshire County,History of Hospitalizations+Outpatient visits,1,1,1,1,1,1,1
Middlesex County,Pain severity - 0-10 verbal numeric rating [Score] - Reported,2697,2697,2697,2697,2697,2697,2697
Middlesex County,Systolic Blood Pressure,2627,2627,2627,2627,2627,2627,2627
Middlesex County,Diastolic Blood Pressure,2627,2627,2627,2627,2627,2627,2627
Middlesex County,Heart rate,2567,2567,2567,2567,2567,2567,2567
Middlesex County,Tobacco smoking status NHIS,2567,2567,2567,2567,2567,0,2567
Middlesex County,Respiratory rate,2567,2567,2567,2567,2567,2567,2567
Middlesex County,Body Height,2567,2567,2567,2567,2567,2567,2567
Middlesex County,Body Weight,2567,2567,2567,2567,2567,2567,2567
Middlesex County,QOLS,2291,2291,0,2291,2291,2291,2291
Middlesex County,QALY,2291,2291,0,2291,2291,2291,2291
Middlesex County,DALY,2291,2291,0,2291,2291,2291,2291
Middlesex County,Body Mass Index,2290,2290,2290,2290,2290,2290,2290
Middlesex County,Creatinine,1073,1073,1073,1073,1073,1073,1073
Middlesex County,Chloride,1073,1073,1073,1073,1073,1073,1073
Middlesex County,Sodium,1073,1073,1073,1073,1073,1073,1073
Middlesex County,Calcium,1073,1073,1073,1073,1073,1073,1073
Middlesex County,Glucose,1073,1073,1073,1073,1073,1073,1073
Middlesex County,Potassium,1073,1073,1073,1073,1073,1073,1073
Middlesex County,Urea Nitrogen,1073,1073,1073,1073,1073,1073,1073
Middlesex County,Carbon Dioxide,1073,1073,1073,1073,1073,1073,1073
Middlesex County,Total Cholesterol,920,920,920,920,920,920,920
Middlesex County,Triglycerides,920,920,920,920,920,920,920
Middlesex County,Low Density Lipoprotein Cholesterol,920,920,920,920,920,920,920
Middlesex County,High Density Lipoprotein Cholesterol,920,920,920,920,920,920,920
Middlesex County,Hemoglobin A1c/Hemoglobin.total in Blood,747,747,747,747,747,747,747
Middlesex County,Body mass index (BMI) [Percentile] Per age and gender,667,667,667,667,667,667,667
Middlesex County,Hemoglobin [Mass/volume] in Blood,572,572,572,572,572,572,572
Middlesex County,Platelet distribution width [Entitic volume] in Blood by Automated count,570,570,570,570,570,570,570
Middlesex County,MCHC [Mass/volume] by Automated count,570,570,570,570,570,570,570
Middlesex County,MCH [Entitic mass] by Automated count,570,570,570,570,570,570,570
Middlesex County,Platelet mean volume [Entitic volume] in Blood by Automated count,570,570,570,570,570,570,570
Middlesex County,Platelets [#/volume] in Blood by Automated count,570,570,570,570,570,570,570
Middlesex County,MCV [Entitic volume] by Automated count,570,570,570,570,570,570,570
Middlesex County,Erythrocytes [#/volume] in Blood by Automated count,551,551,551,551,551,551,551
Middlesex County,Erythrocyte distribution width [Entitic volume] by Automated count,551,551,551,551,551,551,551
Middlesex County,Hematocrit [Volume Fraction] of Blood by Automated count,551,551,551,551,551,551,551
Middlesex County,Leukocytes [#/volume] in Blood by Automated count,551,551,551,551,551,551,551
Middlesex County,Weight-for-length Per age and sex,405,405,405,405,405,405,405
Middlesex County,Head Occipital-frontal circumference,405,405,405,405,405,405,405
Middlesex County,Microalbumin Creatinine Ratio,317,317,317,317,317,317,317
Middlesex County,Estimated Glomerular Filtration Rate,317,317,317,317,317,317,317
Middlesex County,Glomerular filtration rate/1.73 sq M.predicted,314,314,314,314,314,314,314
Middlesex County,Globulin [Mass/volume] in Serum by calculation,308,308,308,308,308,308,308
Middlesex County,Protein [Mass/volume] in Serum or Plasma,308,308,308,308,308,308,308
Middlesex County,Bilirubin.total [Mass/volume] in Serum or Plasma,308,308,308,308,308,308,308
Middlesex County,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,308,308,308,308,308,308,308
Middlesex County,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,308,308,308,308,308,308,308
Middlesex County,Albumin [Mass/volume] in Serum or Plasma,308,308,308,308,308,308,308
Middlesex County,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,308,308,308,308,308,308,308
Middlesex County,Body temperature,175,175,175,175,175,175,175
Middlesex County,Specific gravity of Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,pH of Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,Clarity of Urine,86,86,86,86,86,86,86
Middlesex County,Protein [Presence] in Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,Bilirubin.total [Mass/volume] in Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,Glucose [Presence] in Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,Hemoglobin [Presence] in Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,Ketones [Mass/volume] in Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,Ketones [Presence] in Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,Leukocyte esterase [Presence] in Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,Appearance of Urine,86,86,86,86,86,86,86
Middlesex County,Glucose [Mass/volume] in Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,Color of Urine,86,86,86,86,86,86,86
Middlesex County,Nitrite [Presence] in Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,Bilirubin.total [Presence] in Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,Protein [Mass/volume] in Urine by Test strip,86,86,86,86,86,86,86
Middlesex County,Odor of Urine,86,86,86,86,86,86,86
Middlesex County,FEV1/FVC,68,68,68,68,68,68,68
Middlesex County,Left ventricular Ejection fraction,48,48,48,48,48,48,48
Middlesex County,Housing status,25,25,25,25,25,25,25
Middlesex County,History of Hospitalizations+Outpatient visits,25,25,25,25,25,25,25
Middlesex County,Are you covered by health insurance or some other kind of health care plan [PhenX],25,25,25,25,25,25,25
Middlesex County,Sexual orientation,25,25,25,25,25,25,25
Middlesex County,Abuse Status [OMAHA],25,25,25,25,25,25,25
Middlesex County,HIV status,25,25,25,25,25,25,25
Middlesex County,Shrimp IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Cow milk IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Common Ragweed IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Codfish IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Cladosporium herbarum IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,White oak IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Egg white IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Soybean IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Cat dander IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Wheat IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Honey bee IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Walnut IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Peanut IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,American house dust mite IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Latex IgE Ab in Serum,24,24,24,24,24,24,24
Middlesex County,Hematocrit [Volume Fraction] of Blood,21,21,21,21,21,21,21
Middlesex County,RBC Auto (Bld) [#/Vol],19,19,19,19,19,19,19
Middlesex County,WBC Auto (Bld) [#/Vol],19,19,19,19,19,19,19
Middlesex County,RDW - Erythrocyte distribution width Auto (RBC) [Entitic vol],19,19,19,19,19,19,19
Middlesex County,Physical findings of Prostate,18,18,18,18,18,18,18
Middlesex County,Prostate specific Ag [Mass/volume] in Serum or Plasma,18,18,18,18,18,18,18
Middlesex County,DXA [T-score] Bone density,16,16,16,16,16,16,16
Middlesex County,Total score [MMSE],15,15,15,15,15,15,15
Middlesex County,NT-proBNP,12,12,12,12,12,12,12
Middlesex County,Oxygen saturation in Arterial blood,12,12,12,12,12,12,12
Middlesex County,Response to cancer treatment,11,11,11,11,11,0,11
Middlesex County,Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method,11,11,11,11,11,11,11
Middlesex County,Polyp size greatest dimension by CAP cancer protocols,11,11,11,11,11,11,11
Middlesex County,US Guidance for biopsy of Prostate,6,6,6,6,6,6,6
Middlesex County,Stage group.clinical Cancer,4,4,4,4,4,0,4
Middlesex County,Regional lymph nodes.clinical [Class] Cancer,2,2,2,2,2,0,2
Middlesex County,Distant metastases.clinical [Class] Cancer,2,2,2,2,2,0,2
Middlesex County,Primary tumor.clinical [Class] Cancer,2,2,2,2,2,0,2
Middlesex County,Progesterone receptor Ag [Presence] in Breast cancer specimen by Immune stain,2,2,2,2,2,0,2
Middlesex County,Site of distant metastasis in Breast tumor,2,2,2,2,2,0,2
Middlesex County,Treatment status Cancer,2,2,2,2,2,0,2
Middlesex County,Estrogen receptor Ag [Presence] in Breast cancer specimen by Immune stain,2,2,2,2,2,0,2
Middlesex County,Size.maximum dimension in Tumor,2,2,2,2,2,2,2
Middlesex County,HER2 [Presence] in Breast cancer specimen by FISH,2,2,2,2,2,2,2
Middlesex County,HER2 [Presence] in Breast cancer specimen by Immune stain,2,2,2,2,2,0,2
Middlesex County,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,1,1,1,1,1,1,1
Middlesex County,Thyrotropin [Units/volume] in Serum or Plasma,1,1,1,1,1,1,1
Middlesex County,Lymph nodes with macrometastases [#] in Cancer specimen by Light microscopy,1,1,1,1,1,1,1
Middlesex County,Lymph nodes with isolated tumor cells [#] in Cancer specimen by Light microscopy,1,1,1,1,1,1,1
Middlesex County,Cause of Death [US Standard Certificate of Death],1,1,1,1,1,0,1
Nantucket County,QOLS,21,21,0,21,21,21,21
Nantucket County,QALY,21,21,0,21,21,21,21
Nantucket County,DALY,21,21,0,21,21,21,21
Nantucket County,Body Height,16,16,16,16,16,16,16
Nantucket County,Diastolic Blood Pressure,16,16,16,16,16,16,16
Nantucket County,Tobacco smoking status NHIS,16,16,16,16,16,0,16
Nantucket County,Systolic Blood Pressure,16,16,16,16,16,16,16
Nantucket County,Respiratory rate,16,16,16,16,16,16,16
Nantucket County,Pain severity - 0-10 verbal numeric rating [Score] - Reported,16,16,16,16,16,16,16
Nantucket County,Heart rate,16,16,16,16,16,16,16
Nantucket County,Body Mass Index,16,16,16,16,16,16,16
Nantucket County,Body Weight,16,16,16,16,16,16,16
Nantucket County,Triglycerides,5,5,5,5,5,5,5
Nantucket County,Total Cholesterol,5,5,5,5,5,5,5
Nantucket County,Low Density Lipoprotein Cholesterol,5,5,5,5,5,5,5
Nantucket County,High Density Lipoprotein Cholesterol,5,5,5,5,5,5,5
Nantucket County,Platelet distribution width [Entitic volume] in Blood by Automated count,4,4,4,4,4,4,4
Nantucket County,Platelets [#/volume] in Blood by Automated count,4,4,4,4,4,4,4
Nantucket County,Platelet mean volume [Entitic volume] in Blood by Automated count,4,4,4,4,4,4,4
Nantucket County,MCV [Entitic volume] by Automated count,4,4,4,4,4,4,4
Nantucket County,MCHC [Mass/volume] by Automated count,4,4,4,4,4,4,4
Nantucket County,MCH [Entitic mass] by Automated count,4,4,4,4,4,4,4
Nantucket County,Leukocytes [#/volume] in Blood by Automated count,4,4,4,4,4,4,4
Nantucket County,Hemoglobin [Mass/volume] in Blood,4,4,4,4,4,4,4
Nantucket County,Hematocrit [Volume Fraction] of Blood by Automated count,4,4,4,4,4,4,4
Nantucket County,Erythrocytes [#/volume] in Blood by Automated count,4,4,4,4,4,4,4
Nantucket County,Erythrocyte distribution width [Entitic volume] by Automated count,4,4,4,4,4,4,4
Norfolk County,Pain severity - 0-10 verbal numeric rating [Score] - Reported,2474,2474,2474,2474,2474,2474,2474
Norfolk County,Diastolic Blood Pressure,1504,1504,1504,1504,1504,1504,1504
Norfolk County,Systolic Blood Pressure,1504,1504,1504,1504,1504,1504,1504
Norfolk County,Body Height,1493,1493,1493,1493,1493,1493,1493
Norfolk County,Tobacco smoking status NHIS,1493,1493,1493,1493,1493,0,1493
Norfolk County,Heart rate,1493,1493,1493,1493,1493,1493,1493
Norfolk County,Respiratory rate,1493,1493,1493,1493,1493,1493,1493
Norfolk County,Body Weight,1493,1493,1493,1493,1493,1493,1493
Norfolk County,Body Mass Index,1356,1356,1356,1356,1356,1356,1356
Norfolk County,DALY,1120,1120,0,1120,1120,1120,1120
Norfolk County,QOLS,1120,1120,0,1120,1120,1120,1120
Norfolk County,QALY,1120,1120,0,1120,1120,1120,1120
Norfolk County,Weight difference [Mass difference] --pre dialysis - post dialysis,959,959,959,959,959,959,959
Norfolk County,Potassium,769,769,769,769,769,769,769
Norfolk County,Sodium,769,769,769,769,769,769,769
Norfolk County,Urea Nitrogen,769,769,769,769,769,769,769
Norfolk County,Calcium,769,769,769,769,769,769,769
Norfolk County,Carbon Dioxide,769,769,769,769,769,769,769
Norfolk County,Glucose,769,769,769,769,769,769,769
Norfolk County,Creatinine,769,769,769,769,769,769,769
Norfolk County,Chloride,769,769,769,769,769,769,769
Norfolk County,Low Density Lipoprotein Cholesterol,613,613,613,613,613,613,613
Norfolk County,Triglycerides,613,613,613,613,613,613,613
Norfolk County,High Density Lipoprotein Cholesterol,613,613,613,613,613,613,613
Norfolk County,Total Cholesterol,613,613,613,613,613,613,613
Norfolk County,Hemoglobin A1c/Hemoglobin.total in Blood,535,535,535,535,535,535,535
Norfolk County,Body mass index (BMI) [Percentile] Per age and gender,352,352,352,352,352,352,352
Norfolk County,Microalbumin Creatinine Ratio,296,296,296,296,296,296,296
Norfolk County,Estimated Glomerular Filtration Rate,296,296,296,296,296,296,296
Norfolk County,Hemoglobin [Mass/volume] in Blood,253,253,253,253,253,253,253
Norfolk County,Platelet mean volume [Entitic volume] in Blood by Automated count,252,252,252,252,252,252,252
Norfolk County,Platelets [#/volume] in Blood by Automated count,252,252,252,252,252,252,252
Norfolk County,Platelet distribution width [Entitic volume] in Blood by Automated count,252,252,252,252,252,252,252
Norfolk County,MCH [Entitic mass] by Automated count,252,252,252,252,252,252,252
Norfolk County,MCHC [Mass/volume] by Automated count,252,252,252,252,252,252,252
Norfolk County,MCV [Entitic volume] by Automated count,252,252,252,252,252,252,252
Norfolk County,Leukocytes [#/volume] in Blood by Automated count,246,246,246,246,246,246,246
Norfolk County,Erythrocytes [#/volume] in Blood by Automated count,246,246,246,246,246,246,246
Norfolk County,Hematocrit [Volume Fraction] of Blood by Automated count,246,246,246,246,246,246,246
Norfolk County,Erythrocyte distribution width [Entitic volume] by Automated count,246,246,246,246,246,246,246
Norfolk County,Glomerular filtration rate/1.73 sq M.predicted,226,226,226,226,226,226,226
Norfolk County,Albumin [Mass/volume] in Serum or Plasma,224,224,224,224,224,224,224
Norfolk County,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,224,224,224,224,224,224,224
Norfolk County,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,224,224,224,224,224,224,224
Norfolk County,Bilirubin.total [Mass/volume] in Serum or Plasma,224,224,224,224,224,224,224
Norfolk County,Protein [Mass/volume] in Serum or Plasma,224,224,224,224,224,224,224
Norfolk County,Globulin [Mass/volume] in Serum by calculation,224,224,224,224,224,224,224
Norfolk County,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,224,224,224,224,224,224,224
Norfolk County,Weight-for-length Per age and sex,206,206,206,206,206,206,206
Norfolk County,Head Occipital-frontal circumference,206,206,206,206,206,206,206
Norfolk County,pH of Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Glucose [Presence] in Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Ketones [Mass/volume] in Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Appearance of Urine,102,102,102,102,102,102,102
Norfolk County,Hemoglobin [Presence] in Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Bilirubin.total [Mass/volume] in Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Ketones [Presence] in Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Glucose [Mass/volume] in Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Specific gravity of Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Leukocyte esterase [Presence] in Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Protein [Presence] in Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Color of Urine,102,102,102,102,102,102,102
Norfolk County,Clarity of Urine,102,102,102,102,102,102,102
Norfolk County,Nitrite [Presence] in Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Odor of Urine,102,102,102,102,102,102,102
Norfolk County,Protein [Mass/volume] in Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Bilirubin.total [Presence] in Urine by Test strip,102,102,102,102,102,102,102
Norfolk County,Body temperature,82,82,82,82,82,82,82
Norfolk County,FEV1/FVC,48,48,48,48,48,48,48
Norfolk County,Left ventricular Ejection fraction,20,20,20,20,20,20,20
Norfolk County,Total score [MMSE],14,14,14,14,14,14,14
Norfolk County,DXA [T-score] Bone density,12,12,12,12,12,12,12
Norfolk County,Latex IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Peanut IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Physical findings of Prostate,10,10,10,10,10,10,10
Norfolk County,Prostate specific Ag [Mass/volume] in Serum or Plasma,10,10,10,10,10,10,10
Norfolk County,White oak IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Honey bee IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Shrimp IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Wheat IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,American house dust mite IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Soybean IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Walnut IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Egg white IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Cow milk IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Cat dander IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Cladosporium herbarum IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Codfish IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,Common Ragweed IgE Ab in Serum,10,10,10,10,10,10,10
Norfolk County,HIV status,8,8,8,8,8,8,8
Norfolk County,Sexual orientation,8,8,8,8,8,8,8
Norfolk County,Polyp size greatest dimension by CAP cancer protocols,8,8,8,8,8,8,8
Norfolk County,Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method,8,8,8,8,8,8,8
Norfolk County,History of Hospitalizations+Outpatient visits,8,8,8,8,8,8,8
Norfolk County,Housing status,8,8,8,8,8,8,8
Norfolk County,Are you covered by health insurance or some other kind of health care plan [PhenX],8,8,8,8,8,8,8
Norfolk County,Abuse Status [OMAHA],8,8,8,8,8,8,8
Norfolk County,Oxygen saturation in Arterial blood,7,7,7,7,7,7,7
Norfolk County,NT-proBNP,7,7,7,7,7,7,7
Norfolk County,Hematocrit [Volume Fraction] of Blood,7,7,7,7,7,7,7
Norfolk County,WBC Auto (Bld) [#/Vol],6,6,6,6,6,6,6
Norfolk County,RBC Auto (Bld) [#/Vol],6,6,6,6,6,6,6
Norfolk County,RDW - Erythrocyte distribution width Auto (RBC) [Entitic vol],6,6,6,6,6,6,6
Norfolk County,Cause of Death [US Standard Certificate of Death],4,4,4,4,4,0,4
Norfolk County,US Guidance for biopsy of Prostate,3,3,3,3,3,3,3
Norfolk County,Percentage area affected by eczema Upper extremitiy - bilateral,1,1,1,1,1,1,1
Norfolk County,Thyrotropin [Units/volume] in Serum or Plasma,1,1,1,1,1,1,1
Norfolk County,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,1,1,1,1,1,1,1
Norfolk County,Percentage area affected by eczema Trunk,1,1,1,1,1,1,1
Norfolk County,Percentage area affected by eczema Head and Neck,1,1,1,1,1,1,1
Norfolk County,Percentage area affected by eczema Lower extremitiy - bilateral,1,1,1,1,1,1,1
Plymouth County,Pain severity - 0-10 verbal numeric rating [Score] - Reported,915,915,915,915,915,915,915
Plymouth County,Systolic Blood Pressure,871,871,871,871,871,871,871
Plymouth County,Diastolic Blood Pressure,871,871,871,871,871,871,871
Plymouth County,Body Height,864,864,864,864,864,864,864
Plymouth County,Body Weight,864,864,864,864,864,864,864
Plymouth County,Heart rate,864,864,864,864,864,864,864
Plymouth County,Respiratory rate,864,864,864,864,864,864,864
Plymouth County,Tobacco smoking status NHIS,864,864,864,864,864,0,864
Plymouth County,Body Mass Index,791,791,791,791,791,791,791
Plymouth County,QOLS,662,662,0,662,662,662,662
Plymouth County,DALY,662,662,0,662,662,662,662
Plymouth County,QALY,662,662,0,662,662,662,662
Plymouth County,Chloride,428,428,428,428,428,428,428
Plymouth County,Creatinine,428,428,428,428,428,428,428
Plymouth County,Carbon Dioxide,428,428,428,428,428,428,428
Plymouth County,Sodium,428,428,428,428,428,428,428
Plymouth County,Glucose,428,428,428,428,428,428,428
Plymouth County,Urea Nitrogen,428,428,428,428,428,428,428
Plymouth County,Potassium,428,428,428,428,428,428,428
Plymouth County,Calcium,428,428,428,428,428,428,428
Plymouth County,High Density Lipoprotein Cholesterol,422,422,422,422,422,422,422
Plymouth County,Total Cholesterol,422,422,422,422,422,422,422
Plymouth County,Triglycerides,422,422,422,422,422,422,422
Plymouth County,Low Density Lipoprotein Cholesterol,422,422,422,422,422,422,422
Plymouth County,Hemoglobin A1c/Hemoglobin.total in Blood,293,293,293,293,293,293,293
Plymouth County,Body mass index (BMI) [Percentile] Per age and gender,214,214,214,214,214,214,214
Plymouth County,Microalbumin Creatinine Ratio,194,194,194,194,194,194,194
Plymouth County,Estimated Glomerular Filtration Rate,194,194,194,194,194,194,194
Plymouth County,Hemoglobin [Mass/volume] in Blood,184,184,184,184,184,184,184
Plymouth County,MCHC [Mass/volume] by Automated count,182,182,182,182,182,182,182
Plymouth County,Platelets [#/volume] in Blood by Automated count,182,182,182,182,182,182,182
Plymouth County,MCV [Entitic volume] by Automated count,182,182,182,182,182,182,182
Plymouth County,Platelet distribution width [Entitic volume] in Blood by Automated count,182,182,182,182,182,182,182
Plymouth County,Platelet mean volume [Entitic volume] in Blood by Automated count,182,182,182,182,182,182,182
Plymouth County,MCH [Entitic mass] by Automated count,182,182,182,182,182,182,182
Plymouth County,Leukocytes [#/volume] in Blood by Automated count,176,176,176,176,176,176,176
Plymouth County,Hematocrit [Volume Fraction] of Blood by Automated count,176,176,176,176,176,176,176
Plymouth County,Erythrocyte distribution width [Entitic volume] by Automated count,176,176,176,176,176,176,176
Plymouth County,Erythrocytes [#/volume] in Blood by Automated count,176,176,176,176,176,176,176
Plymouth County,Glomerular filtration rate/1.73 sq M.predicted,137,137,137,137,137,137,137
Plymouth County,Globulin [Mass/volume] in Serum by calculation,134,134,134,134,134,134,134
Plymouth County,Protein [Mass/volume] in Serum or Plasma,134,134,134,134,134,134,134
Plymouth County,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,134,134,134,134,134,134,134
Plymouth County,Albumin [Mass/volume] in Serum or Plasma,134,134,134,134,134,134,134
Plymouth County,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,134,134,134,134,134,134,134
Plymouth County,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,134,134,134,134,134,134,134
Plymouth County,Bilirubin.total [Mass/volume] in Serum or Plasma,134,134,134,134,134,134,134
Plymouth County,Weight-for-length Per age and sex,113,113,113,113,113,113,113
Plymouth County,Head Occipital-frontal circumference,113,113,113,113,113,113,113
Plymouth County,Body temperature,49,49,49,49,49,49,49
Plymouth County,Leukocyte esterase [Presence] in Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,Clarity of Urine,39,39,39,39,39,39,39
Plymouth County,Ketones [Mass/volume] in Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,Ketones [Presence] in Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,Hemoglobin [Presence] in Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,Color of Urine,39,39,39,39,39,39,39
Plymouth County,Appearance of Urine,39,39,39,39,39,39,39
Plymouth County,Bilirubin.total [Presence] in Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,Bilirubin.total [Mass/volume] in Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,Nitrite [Presence] in Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,Odor of Urine,39,39,39,39,39,39,39
Plymouth County,Protein [Mass/volume] in Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,Protein [Presence] in Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,Glucose [Presence] in Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,Specific gravity of Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,pH of Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,Glucose [Mass/volume] in Urine by Test strip,39,39,39,39,39,39,39
Plymouth County,FEV1/FVC,11,11,11,11,11,11,11
Plymouth County,Hematocrit [Volume Fraction] of Blood,8,8,8,8,8,8,8
Plymouth County,Total score [MMSE],7,7,7,7,7,7,7
Plymouth County,RBC Auto (Bld) [#/Vol],6,6,6,6,6,6,6
Plymouth County,RDW - Erythrocyte distribution width Auto (RBC) [Entitic vol],6,6,6,6,6,6,6
Plymouth County,WBC Auto (Bld) [#/Vol],6,6,6,6,6,6,6
Plymouth County,Cat dander IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,Latex IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,Cladosporium herbarum IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,Codfish IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,Common Ragweed IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,Cow milk IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,DXA [T-score] Bone density,5,5,5,5,5,5,5
Plymouth County,Egg white IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,Honey bee IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,Peanut IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,Shrimp IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,American house dust mite IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,Wheat IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,White oak IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,Walnut IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,Soybean IgE Ab in Serum,5,5,5,5,5,5,5
Plymouth County,Polyp size greatest dimension by CAP cancer protocols,4,4,4,4,4,4,4
Plymouth County,Response to cancer treatment,4,4,4,4,4,0,4
Plymouth County,Left ventricular Ejection fraction,4,4,4,4,4,4,4
Plymouth County,Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method,4,4,4,4,4,4,4
Plymouth County,Physical findings of Prostate,2,2,2,2,2,2,2
Plymouth County,Cause of Death [US Standard Certificate of Death],2,2,2,2,2,0,2
Plymouth County,Stage group.clinical Cancer,2,2,2,2,2,0,2
Plymouth County,Prostate specific Ag [Mass/volume] in Serum or Plasma,2,2,2,2,2,2,2
Plymouth County,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,1,1,1,1,1,1,1
Plymouth County,Treatment status Cancer,1,1,1,1,1,0,1
Plymouth County,US Guidance for biopsy of Prostate,1,1,1,1,1,1,1
Plymouth County,Thyrotropin [Units/volume] in Serum or Plasma,1,1,1,1,1,1,1
Plymouth County,Primary tumor.clinical [Class] Cancer,1,1,1,1,1,0,1
Plymouth County,Lymph nodes with macrometastases [#] in Cancer specimen by Light microscopy,1,1,1,1,1,1,1
